,full_name,selling_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power
4003,maruti celerio,4.3,2015,Dealer,36000,First Owner,Petrol,Automatic,23.1,998,67.04
4004,volkswagen passat,7.55,2012,Dealer,68000,First Owner,Diesel,Automatic,18.33,1968,167.7
4005,honda jazz,5.75,2016,Dealer,22000,First Owner,Petrol,Manual,18.7,1199,88.7
4006,hyundai elantra,13.7,2017,Dealer,53958,First Owner,Diesel,Automatic,18.23,1582,126.2
4007,maruti alto,0.95,2006,Dealer,83000,First Owner,Petrol,Manual,19.7,796,46.3
4008,toyota innova,5.0,2007,Individual,315000,First Owner,Diesel,Manual,12.8,2494,102.0
4009,ford figo,2.9,2011,Dealer,113000,First Owner,Diesel,Manual,20.0,1399,68.0
4010,maruti ciaz,8.5,2018,Individual,40000,First Owner,Petrol,Manual,21.56,1462,103.25
4011,skoda rapid,7.6,2018,Dealer,31000,First Owner,Petrol,Automatic,14.3,1598,103.52
4012,volkswagen polo,3.75,2012,Dealer,90100,First Owner,Diesel,Manual,22.07,1199,73.9
4013,hyundai xcent,4.25,2014,Individual,60000,First Owner,Petrol,Manual,19.1,1197,82.0
4014,hyundai eon,3.1,2015,Dealer,12300,First Owner,Petrol,Manual,21.1,814,55.2
4015,maruti swift,8.0,2018,Dealer,47000,First Owner,Diesel,Manual,28.4,1248,74.0
4016,honda city,7.71,2015,Dealer,56000,First Owner,Petrol,Automatic,18.0,1497,117.3
4017,toyota fortuner,26.0,2017,Dealer,90000,First Owner,Diesel,Manual,13.0,2982,168.5
4018,mahindra scorpio,9.25,2014,Dealer,51000,First Owner,Diesel,Manual,15.4,2179,120.0
4019,ford ecosport,6.9,2015,Dealer,75911,First Owner,Diesel,Manual,22.7,1498,89.84
4020,maruti sx4,4.0,2014,Dealer,48500,First Owner,CNG,Manual,16.29,1586,85.7
4021,maruti swift,5.7,2015,Dealer,70000,First Owner,Diesel,Manual,19.3,1248,73.9
4022,hyundai i10,3.4,2013,Dealer,38100,First Owner,Petrol,Manual,20.36,1197,78.9
4023,hyundai i20,4.18,2013,Dealer,35000,First Owner,Petrol,Manual,18.6,1197,81.83
4024,honda wrv,9.75,2018,Dealer,30892,First Owner,Diesel,Manual,25.5,1498,98.6
4025,maruti baleno,7.0,2018,Individual,80000,First Owner,Diesel,Manual,27.39,1248,74.0
4026,tata tigor,6.8,2018,Individual,26000,First Owner,Diesel,Manual,24.7,1047,69.0
4027,maruti alto,3.0,2016,Dealer,47233,First Owner,Petrol,Automatic,23.95,998,67.1
4028,maruti alto,1.11,2004,Dealer,58000,First Owner,Petrol,Manual,19.7,796,46.3
4029,mercedesbenz cla,25.5,2018,Dealer,30000,First Owner,Diesel,Automatic,17.9,2143,136.0
4030,jeep compass,27.5,2020,Dealer,6000,First Owner,Diesel,Automatic,17.1,1956,173.0
4031,volkswagen polo,3.85,2012,Dealer,70000,First Owner,Diesel,Manual,22.07,1199,73.9
4032,volkswagen crosspolo,4.25,2014,Dealer,50666,First Owner,Diesel,Manual,22.07,1199,74.0
4033,nissan terrano,6.75,2017,Dealer,42886,First Owner,Petrol,Manual,13.04,1598,103.2
4034,maruti swift,5.9,2015,Dealer,32000,First Owner,Petrol,Manual,20.85,1197,83.14
4035,maruti swift,2.5,2008,Dealer,78000,First Owner,Petrol,Manual,17.5,1298,85.8
4036,maruti eeco,3.45,2015,Dealer,8403,First Owner,Petrol,Manual,15.37,1196,73.0
4037,honda city,6.0,2015,Individual,95000,First Owner,Diesel,Manual,25.1,1498,98.6
4038,chevrolet spark,0.99,2008,Dealer,59000,First Owner,Petrol,Manual,18.0,995,62.0
4039,maruti ertiga,8.0,2017,Dealer,73338,First Owner,CNG,Manual,12.9,1373,80.46
4040,honda city,7.55,2019,Dealer,11000,First Owner,Petrol,Manual,17.0,1497,118.0
4041,renault kwid,3.24,2016,Dealer,19000,First Owner,Petrol,Manual,22.3,799,53.26
4042,volkswagen ameo,7.5,2017,Dealer,51521,First Owner,Diesel,Automatic,22.0,1498,108.495
4043,maruti baleno,7.75,2019,Dealer,12705,First Owner,Petrol,Manual,21.01,1197,81.8
4044,hyundai eon,2.5,2012,Individual,62324,First Owner,Petrol,Manual,21.1,814,55.2
4045,toyota innova,7.1,2012,Dealer,112000,First Owner,Diesel,Manual,12.99,2494,100.0
4046,hyundai i20,3.5,2012,Dealer,32000,First Owner,Petrol,Manual,18.5,1197,80.0
4047,hyundai i10,2.7,2011,Dealer,58000,First Owner,Petrol,Manual,20.36,1197,78.9
4048,tata indica,2.05,2015,Dealer,55000,First Owner,Petrol,Manual,16.84,1193,64.4
4049,renault duster,7.3,2018,Individual,18500,First Owner,Petrol,Manual,14.19,1498,104.5
4050,tata hexa,10.5,2017,Dealer,53000,First Owner,Diesel,Automatic,17.6,2179,153.86
4051,mahindra scorpio,12.5,2015,Individual,70000,First Owner,Diesel,Manual,15.4,1997,120.0
4052,nissan terrano,5.65,2015,Dealer,82287,First Owner,Diesel,Manual,20.45,1461,83.8
4053,hyundai i20,4.85,2014,Dealer,42000,First Owner,Petrol,Manual,18.6,1197,81.83
4054,ford figo,2.21,2010,Dealer,76400,First Owner,Diesel,Manual,20.0,1399,68.0
4055,maruti ertiga,7.5,2014,Dealer,48148,First Owner,Diesel,Manual,20.77,1248,88.76
4056,skoda superb,14.9,2016,Dealer,66000,First Owner,Petrol,Automatic,14.67,1798,177.46
4057,volkswagen polo,4.35,2014,Dealer,62051,First Owner,Diesel,Manual,20.14,1498,88.8
4058,maruti eeco,2.5,2010,Dealer,35000,First Owner,Petrol,Manual,16.11,1196,72.42
4059,toyota innova,9.5,2013,Individual,277000,First Owner,Diesel,Manual,12.99,2494,100.0
4060,volkswagen polo,4.85,2014,Dealer,68000,First Owner,Diesel,Manual,15.11,1598,103.6
4061,maruti swift,4.75,2013,Dealer,10000,First Owner,Petrol,Manual,19.1,1197,85.8
4062,maruti ciaz,7.0,2015,Individual,20000,First Owner,Petrol,Manual,20.73,1373,91.1
4063,ford figo,5.4,2016,Dealer,14000,First Owner,Petrol,Manual,18.16,1196,86.8
4064,honda amaze,3.75,2014,Individual,90000,First Owner,Diesel,Manual,25.8,1498,98.6
4065,honda city,2.3,2007,Dealer,77034,First Owner,Petrol,Manual,16.9,1497,100.0
4066,toyota innova,15.26,2016,Dealer,56000,First Owner,Diesel,Manual,13.68,2393,147.8
4067,mercedesbenz eclass,21.0,2013,Dealer,32000,First Owner,Diesel,Automatic,10.0,2143,170.0
4068,maruti ritz,3.76,2013,Dealer,52132,First Owner,Diesel,Manual,23.2,1248,73.94
4069,mahindra xuv500,15.0,2018,Individual,60000,First Owner,Diesel,Manual,16.0,2179,138.0
4070,ford endeavour,23.95,2016,Dealer,89000,First Owner,Diesel,Automatic,10.91,3198,197.0
4071,renault kwid,3.45,2016,Dealer,21200,First Owner,Petrol,Manual,22.3,799,53.26
4072,maruti wagon,4.34,2018,Individual,50000,First Owner,CNG,Manual,19.6,998,58.16
4073,volkswagen jetta,3.0,2011,Individual,84700,First Owner,Diesel,Manual,15.0,1896,105.0
4074,hyundai eon,2.81,2016,Dealer,21223,First Owner,Petrol,Manual,21.1,814,55.2
4075,hyundai i20,2.8,2010,Dealer,36704,First Owner,Petrol,Manual,18.6,1197,81.83
4076,land rover,26.5,2011,Dealer,78000,First Owner,Diesel,Automatic,14.7,2993,241.4
4077,maruti baleno,5.45,2017,Dealer,35092,First Owner,Petrol,Manual,21.01,1197,81.8
4078,honda brio,3.5,2013,Dealer,20000,First Owner,Petrol,Manual,19.4,1198,86.8
4079,hyundai verna,5.59,2014,Dealer,41000,First Owner,Petrol,Manual,17.01,1591,121.3
4080,mahindra xuv500,6.55,2015,Individual,100000,First Owner,Diesel,Manual,15.1,2179,140.0
4081,jeep compass,15.5,2017,Dealer,29000,First Owner,Diesel,Manual,17.1,1956,170.0
4082,maruti ertiga,7.6,2017,Dealer,45000,First Owner,Petrol,Manual,17.5,1373,91.1
4083,mahindra tuv,8.25,2017,Dealer,63000,First Owner,Diesel,Manual,18.49,1493,100.0
4084,honda amaze,8.0,2019,Dealer,2277,First Owner,Petrol,Automatic,15.5,1198,86.7
4085,maruti swift,3.0,2011,Dealer,40000,First Owner,Diesel,Manual,22.9,1248,74.0
4086,maruti swift,4.75,2016,Dealer,8000,First Owner,Petrol,Manual,22.0,1197,81.8
4087,skoda octavia,14.25,2015,Individual,35000,First Owner,Diesel,Automatic,19.3,1968,141.0
4088,toyota corolla,4.91,2012,Dealer,461000,First Owner,Petrol,Manual,14.53,1798,138.1
4089,tata manza,2.25,2010,Dealer,51000,First Owner,Diesel,Manual,21.12,1248,88.8
4090,honda wrv,7.99,2017,Dealer,40011,First Owner,Diesel,Manual,25.5,1498,98.6
4091,jaguar fpace,43.0,2016,Dealer,22000,First Owner,Diesel,Automatic,16.38,1999,177.0
4092,audi q5,18.0,2013,Dealer,70000,First Owner,Diesel,Automatic,14.16,1968,174.3
4093,tata indica,1.65,2009,Dealer,70000,First Owner,Diesel,Manual,18.0,1248,75.0
4094,volkswagen vento,6.5,2016,Individual,110000,First Owner,Diesel,Automatic,22.15,1498,108.6
4095,toyota corolla,1.5,2007,Dealer,131000,First Owner,Petrol,Automatic,11.3,1794,125.0
4096,mahindra xylo,6.9,2016,Dealer,56000,First Owner,Diesel,Manual,14.02,2179,118.3
4097,mercedesbenz cclass,9.0,2011,Dealer,110500,First Owner,Petrol,Automatic,11.74,1796,186.0
4098,volkswagen vento,5.55,2015,Dealer,37782,First Owner,Petrol,Automatic,16.93,1197,103.2
4099,land rover,25.5,2012,Dealer,87500,First Owner,Diesel,Automatic,12.7,2179,187.7
4100,hyundai i20,3.25,2011,Dealer,68000,First Owner,Diesel,Manual,23.0,1396,90.0
4101,ford figo,4.5,2016,Dealer,41001,First Owner,Petrol,Manual,18.16,1196,86.8
4102,ford figo,2.55,2011,Dealer,66000,First Owner,Diesel,Manual,20.0,1399,68.05
4103,maruti swift,5.75,2015,Dealer,67000,First Owner,Petrol,Manual,20.85,1197,83.14
4104,fiat linea,3.4,2014,Individual,60000,First Owner,Diesel,Manual,20.4,1248,91.7
4105,maruti ertiga,8.0,2017,Dealer,84900,First Owner,Petrol,Manual,17.5,1373,91.1
4106,skoda rapid,4.75,2014,Dealer,59000,First Owner,Diesel,Manual,20.5,1598,103.5
4107,nissan sunny,4.2,2014,Individual,135000,First Owner,Diesel,Manual,21.64,1461,84.8
4108,toyota camry,15.5,2015,Dealer,73000,First Owner,Petrol,Automatic,12.98,2494,178.3
4109,bmw 5,33.0,2017,Dealer,51000,First Owner,Diesel,Automatic,18.12,1995,190.0
4110,maruti wagon,4.3,2016,Dealer,23000,First Owner,Petrol,Automatic,20.52,1197,81.8
4111,hyundai grand,5.25,2015,Individual,23000,First Owner,Petrol,Manual,18.9,1197,82.0
4112,honda brio,4.45,2017,Dealer,13734,First Owner,Petrol,Manual,18.5,1198,86.8
4113,maruti alto,1.8,2012,Individual,17000,First Owner,Petrol,Manual,20.92,998,67.1
4114,maruti baleno,8.5,2017,Individual,26000,First Owner,Petrol,Automatic,21.4,1197,83.1
4115,volkswagen vento,7.1,2015,Dealer,80900,First Owner,Diesel,Automatic,22.15,1498,108.6
4116,volkswagen polo,2.99,2011,Dealer,70250,First Owner,Diesel,Manual,22.07,1199,73.9
4117,hyundai verna,9.49,2017,Dealer,49000,First Owner,Diesel,Manual,23.9,1582,126.2
4118,fiat avventura,4.5,2016,Individual,60000,First Owner,Diesel,Manual,20.5,1248,91.72
4119,bmw 5,29.75,2016,Dealer,51000,First Owner,Diesel,Automatic,18.12,1995,190.0
4120,tata zest,4.2,2017,Individual,105000,First Owner,Diesel,Manual,22.95,1248,74.0
4121,toyota innova,6.2,2011,Individual,217000,First Owner,Diesel,Manual,12.8,2494,102.0
4122,mercedesbenz mclass,18.55,2013,Dealer,76000,First Owner,Diesel,Automatic,15.26,2143,203.2
4123,mercedesbenz cclass,14.9,2012,Dealer,76500,First Owner,Diesel,Automatic,14.84,2143,170.0
4124,maruti wagon,2.5,2010,Dealer,28000,First Owner,Petrol,Manual,14.0,1061,64.0
4125,tata nexon,7.51,2018,Dealer,27000,First Owner,Diesel,Manual,21.5,1497,108.5
4126,toyota fortuner,10.5,2010,Dealer,158000,First Owner,Diesel,Manual,11.5,2982,171.0
4127,honda city,3.49,2010,Dealer,77250,First Owner,Petrol,Automatic,16.8,1497,118.0
4128,tata manza,2.5,2012,Individual,60000,First Owner,Diesel,Manual,21.12,1248,88.8
4129,maruti sx4,7.99,2017,Dealer,42500,First Owner,Diesel,Manual,23.65,1248,88.5
4130,toyota etios,3.5,2013,Dealer,63000,First Owner,Petrol,Manual,17.71,1197,78.9
4131,maruti wagon,3.65,2015,Dealer,48000,First Owner,CNG,Manual,23.97,998,58.33
4132,maruti eeco,3.65,2014,Dealer,39000,First Owner,CNG,Manual,16.17,1196,61.7
4133,volkswagen polo,6.9,2016,Dealer,60000,First Owner,Petrol,Automatic,17.21,1197,103.5
4134,ford ecosport,6.7,2016,Dealer,40003,First Owner,Petrol,Automatic,14.7,1496,120.69
4135,maruti alto,3.25,2018,Dealer,40737,First Owner,Petrol,Manual,22.74,796,47.3
4136,maruti ritz,3.1,2013,Dealer,70670,First Owner,Petrol,Manual,21.1,1197,85.8
4137,hyundai elantra,9.0,2014,Individual,120000,First Owner,Diesel,Automatic,19.5,1582,126.24
4138,maruti a,2.75,2012,Dealer,62500,First Owner,Petrol,Automatic,16.98,998,66.1
4139,honda city,8.5,2016,Individual,50000,First Owner,Diesel,Manual,26.0,1498,98.6
4140,fiat grande,2.15,2011,Dealer,22000,First Owner,Petrol,Manual,15.7,1172,67.0
4141,hyundai grand,4.5,2016,Individual,70000,First Owner,Diesel,Manual,24.0,1120,70.0
4142,maruti ciaz,9.0,2018,Individual,17000,First Owner,Diesel,Manual,28.09,1248,88.5
4143,hyundai i20,6.5,2016,Dealer,59000,First Owner,Petrol,Manual,18.6,1197,81.83
4144,maruti ciaz,8.5,2017,Dealer,43000,First Owner,Diesel,Manual,28.09,1248,88.5
4145,tata indigo,1.75,2012,Dealer,23948,First Owner,Petrol,Manual,15.64,1193,64.08
4146,ford ecosport,6.21,2014,Dealer,50250,First Owner,Petrol,Automatic,16.5,1499,110.0
4147,maruti ciaz,7.75,2018,Dealer,23150,First Owner,Petrol,Manual,20.73,1373,91.1
4148,maruti swift,5.11,2015,Dealer,19000,First Owner,Petrol,Manual,18.6,1197,85.8
4149,mahindra bolero,6.35,2014,Dealer,45000,First Owner,Diesel,Manual,16.5,1493,70.0
4150,maruti vitara,8.95,2019,Dealer,37095,First Owner,Diesel,Manual,24.3,1248,88.5
4151,hyundai eon,3.5,2018,Individual,70000,First Owner,Petrol,Manual,20.3,998,68.05
4152,hyundai i20,6.3,2015,Dealer,45235,First Owner,Petrol,Manual,18.6,1197,81.83
4153,volkswagen vento,9.0,2017,Dealer,31700,First Owner,Diesel,Automatic,22.15,1498,108.6
4154,maruti ertiga,9.5,2018,Dealer,24812,First Owner,Diesel,Manual,25.47,1248,88.5
4155,jaguar xf,19.0,2014,Individual,67000,First Owner,Diesel,Automatic,16.36,2179,187.7
4156,maruti eeco,2.95,2015,Dealer,62000,First Owner,CNG,Manual,11.13,1196,73.0
4157,hyundai verna,6.5,2016,Dealer,75000,First Owner,Diesel,Automatic,19.08,1582,126.2
4158,maruti swift,6.0,2019,Individual,10000,First Owner,Petrol,Manual,21.21,1197,81.8
4159,toyota innova,7.5,2012,Dealer,85000,First Owner,Diesel,Manual,12.8,2494,102.0
4160,maruti alto,1.4,2009,Individual,22000,First Owner,Petrol,Manual,19.7,796,46.3
4161,honda city,6.51,2015,Dealer,78000,First Owner,Diesel,Manual,26.0,1498,98.6
4162,fiat grande,4.0,2015,Individual,70000,First Owner,Diesel,Manual,21.2,1248,75.0
4163,chevrolet beat,1.65,2012,Individual,120000,First Owner,Diesel,Manual,25.44,936,57.6
4164,hyundai verna,5.75,2013,Dealer,14000,First Owner,Petrol,Automatic,17.01,1591,121.4
4165,honda city,8.75,2016,Dealer,32302,First Owner,Petrol,Automatic,18.0,1497,117.3
4166,maruti swift,5.75,2015,Dealer,46023,First Owner,Diesel,Manual,26.59,1248,74.0
4167,maruti ertiga,7.75,2017,Dealer,28596,First Owner,Petrol,Manual,17.5,1373,91.1
4168,maruti swift,3.0,2011,Dealer,54688,First Owner,Petrol,Manual,16.1,1197,85.0
4169,maruti ciaz,6.95,2015,Dealer,64000,First Owner,Diesel,Manual,28.09,1248,88.5
4170,maruti swift,7.5,2018,Individual,46000,First Owner,Diesel,Manual,28.4,1248,74.02
4171,maruti swift,2.05,2006,Dealer,82000,First Owner,Petrol,Manual,16.1,1298,88.2
4172,honda city,7.6,2016,Dealer,21715,First Owner,Petrol,Manual,17.8,1497,117.3
4173,toyota yaris,9.0,2018,Dealer,12617,First Owner,Petrol,Manual,17.1,1496,105.5
4174,bmw 5,25.5,2015,Dealer,68000,First Owner,Diesel,Automatic,18.12,1995,190.0
4175,maruti scross,9.75,2019,Dealer,22809,First Owner,Diesel,Manual,25.1,1248,88.5
4176,mahindra scorpio,4.5,2012,Dealer,68000,First Owner,Diesel,Manual,12.05,2179,120.0
4177,hyundai getz,1.69,2008,Dealer,60000,First Owner,Petrol,Manual,15.0,1086,66.6
4178,mahindra scorpio,3.55,2008,Dealer,97000,First Owner,Diesel,Manual,12.05,2179,120.0
4179,hyundai i10,2.35,2010,Dealer,35000,First Owner,Petrol,Manual,20.36,1197,78.9
4180,honda civic,2.25,2007,Dealer,71000,First Owner,Petrol,Automatic,12.9,1799,130.0
4181,honda city,8.75,2017,Dealer,24000,First Owner,Petrol,Automatic,18.0,1497,117.6
4182,hyundai i20,3.95,2013,Dealer,39000,First Owner,Petrol,Manual,17.0,1197,80.0
4183,mahindra tuv,8.25,2017,Dealer,10400,First Owner,Diesel,Manual,18.49,1493,100.0
4184,tata xenon,4.0,2013,Individual,170000,First Owner,Diesel,Manual,13.49,2179,138.03
4185,mahindra xuv500,6.95,2012,Dealer,48000,First Owner,Diesel,Manual,15.1,2179,140.0
4186,honda city,6.1,2015,Dealer,53000,First Owner,Petrol,Manual,17.4,1497,117.3
4187,maruti vitara,11.11,2019,Dealer,21000,First Owner,Diesel,Automatic,24.3,1248,88.5
4188,maruti alto,1.85,2010,Dealer,11000,First Owner,CNG,Manual,19.77,796,38.4
4189,maruti a,2.65,2012,Dealer,60422,First Owner,Petrol,Automatic,16.98,998,66.1
4190,bmw 7,61.0,2016,Dealer,22000,First Owner,Diesel,Automatic,16.77,2993,261.49
4191,audi q3,26.75,2018,Dealer,32000,First Owner,Diesel,Automatic,17.32,1968,184.0
4192,tata nano,0.89,2011,Individual,40000,First Owner,Petrol,Manual,26.0,624,35.0
4193,maruti celerio,3.25,2014,Individual,76000,First Owner,Petrol,Manual,23.1,998,67.04
4194,hyundai verna,10.5,2017,Individual,45000,First Owner,Diesel,Manual,22.0,1582,126.2
4195,audi q3,17.5,2014,Dealer,38000,First Owner,Diesel,Automatic,15.73,1968,174.33
4196,hyundai grand,5.75,2019,Individual,16000,First Owner,Petrol,Automatic,18.9,1197,81.86
4197,audi a4,12.5,2012,Dealer,75000,First Owner,Diesel,Automatic,14.94,2967,241.4
4198,chevrolet beat,1.75,2010,Dealer,33000,First Owner,Petrol,Manual,18.6,1199,79.4
4199,skoda superb,11.6,2015,Dealer,34000,First Owner,Petrol,Automatic,13.7,1798,157.75
4200,hyundai i20,6.25,2018,Dealer,27000,First Owner,Petrol,Manual,18.6,1197,81.83
4201,volkswagen polo,3.0,2012,Individual,96000,First Owner,Diesel,Manual,22.07,1199,73.9
4202,hyundai i20,6.75,2016,Dealer,65000,First Owner,Diesel,Manual,22.54,1396,88.73
4203,honda city,3.65,2011,Dealer,45000,First Owner,Petrol,Manual,17.0,1497,118.0
4204,maruti wagon,2.92,2013,Individual,50000,First Owner,Petrol,Manual,20.51,998,67.04
4205,chevrolet sail,2.18,2016,Dealer,105725,First Owner,Diesel,Manual,22.1,1248,74.0
4206,maruti alto,3.0,2015,Individual,20000,First Owner,Petrol,Manual,23.95,998,67.05
4207,mahindra kuv,4.5,2016,Individual,30000,First Owner,Diesel,Manual,25.32,1198,77.0
4208,toyota corolla,4.76,2011,Dealer,107000,First Owner,Diesel,Manual,21.43,1364,87.2
4209,honda city,3.75,2008,Dealer,40000,First Owner,Petrol,Automatic,16.8,1497,116.4
4210,hyundai i20,4.25,2013,Dealer,27000,First Owner,Petrol,Manual,18.5,1197,82.85
4211,honda brv,7.95,2016,Dealer,35000,First Owner,Petrol,Automatic,15.4,1497,117.3
4212,toyota corolla,1.8,2005,Individual,180000,First Owner,Petrol,Manual,13.4,1794,125.0
4213,tata nexon,8.35,2018,Dealer,16000,First Owner,Diesel,Manual,21.5,1497,108.5
4214,hyundai i20,3.95,2013,Dealer,40000,First Owner,Petrol,Manual,17.0,1197,80.0
4215,chevrolet optra,1.9,2008,Dealer,90000,First Owner,Diesel,Manual,16.52,1991,123.7
4216,renault kwid,4.0,2020,Individual,5000,First Owner,Petrol,Automatic,24.04,999,67.0
4217,maruti alto,2.85,2016,Dealer,29000,First Owner,Petrol,Manual,22.74,796,47.3
4218,skoda superb,11.5,2015,Dealer,35000,First Owner,Petrol,Automatic,13.7,1798,157.75
4219,maruti swift,5.2,2017,Individual,30000,First Owner,Petrol,Manual,22.0,1197,81.8
4220,hyundai verna,4.5,2011,Dealer,138886,First Owner,Diesel,Manual,16.8,1493,110.0
4221,maruti swift,4.86,2013,Dealer,79000,First Owner,Diesel,Manual,23.4,1248,74.0
4222,maruti swift,2.8,2008,Individual,40578,First Owner,Diesel,Manual,19.3,1248,73.9
4223,maruti swift,4.75,2012,Dealer,60000,First Owner,Diesel,Manual,22.9,1248,74.0
4224,mahindra xuv500,14.0,2015,Individual,60000,First Owner,Diesel,Automatic,16.0,2179,140.0
4225,volkswagen polo,5.5,2016,Individual,110000,First Owner,Diesel,Manual,20.14,1498,88.7
4226,maruti versa,0.9,2004,Individual,50000,First Owner,Petrol,Manual,11.3,1298,83.1
4227,tata zest,3.75,2014,Dealer,55000,First Owner,Petrol,Manual,17.57,1193,88.7
4228,toyota corolla,6.5,2013,Dealer,62000,First Owner,Diesel,Manual,21.43,1364,87.2
4229,maruti zen,2.15,2011,Individual,50000,First Owner,Petrol,Manual,19.0,998,67.1
4230,hyundai verna,5.49,2012,Dealer,66657,First Owner,Diesel,Manual,22.32,1582,126.32
4231,tata safari,2.6,2012,Individual,100000,First Owner,Diesel,Manual,11.57,2179,138.1
4232,skoda kodiaq,36.0,2019,Individual,52000,First Owner,Diesel,Automatic,16.25,1968,148.0
4233,hyundai i20,3.75,2011,Dealer,35000,First Owner,Petrol,Manual,17.0,1197,80.0
4234,maruti swift,6.1,2019,Individual,5000,First Owner,Petrol,Manual,21.21,1197,81.8
4235,honda city,6.5,2015,Individual,70000,First Owner,Diesel,Manual,26.0,1498,98.6
4236,tata manza,3.35,2014,Dealer,60137,First Owner,Diesel,Manual,21.02,1248,88.76
4237,skoda laura,4.5,2009,Dealer,62000,First Owner,Diesel,Automatic,17.0,1896,105.0
4238,honda jazz,5.6,2015,Dealer,19570,First Owner,Petrol,Manual,18.7,1199,88.7
4239,tata indica,0.95,2008,Dealer,8205,First Owner,Petrol,Manual,16.84,1193,64.4
4240,renault duster,6.25,2015,Dealer,37639,First Owner,Diesel,Manual,19.87,1461,83.8
4241,bmw 3,9.95,2011,Dealer,63000,First Owner,Diesel,Automatic,13.2,1995,170.0
4242,honda city,5.9,2014,Dealer,74000,First Owner,Diesel,Manual,26.0,1498,98.6
4243,maruti ertiga,6.0,2014,Dealer,40000,First Owner,CNG,Manual,12.9,1373,80.46
4244,hyundai i10,1.9,2009,Dealer,73000,First Owner,Petrol,Manual,20.36,1197,78.9
4245,maruti swift,9.11,2018,Dealer,26750,First Owner,Diesel,Manual,28.4,1248,74.02
4246,hyundai santro,1.85,2008,Dealer,66403,First Owner,Petrol,Manual,17.92,1086,62.1
4247,maruti sx4,2.0,2007,Dealer,106318,First Owner,Petrol,Manual,15.0,1586,104.68
4248,honda wrv,8.9,2018,Dealer,33000,First Owner,Diesel,Manual,25.5,1498,98.6
4249,volkswagen vento,7.25,2016,Dealer,73172,First Owner,Diesel,Automatic,22.15,1498,108.6
4250,maruti ertiga,7.0,2016,Individual,50000,First Owner,CNG,Manual,12.9,1373,80.46
4251,nissan sunny,2.85,2012,Dealer,57000,First Owner,Petrol,Manual,16.95,1498,97.7
4252,chevrolet beat,3.8,2015,Individual,35000,First Owner,Petrol,Manual,18.6,1199,76.8
4253,maruti ertiga,8.5,2016,Dealer,57246,First Owner,Diesel,Manual,25.47,1248,88.5
4254,maruti swift,5.5,2017,Dealer,10000,First Owner,Petrol,Manual,21.21,1197,81.8
4255,maruti wagon,3.75,2016,Dealer,64224,First Owner,CNG,Manual,24.72,998,67.04
